itemID,itemName,itemMembers,itemTradeable,itemHighalch,itemBuyLimit
5441,Onions(1),True,True,0,
5442,Onions(2),True,True,0,
5443,Onions(2),True,True,0,
5444,Onions(3),True,True,0,
5445,Onions(3),True,True,0,
5446,Onions(4),True,True,0,
5447,Onions(4),True,True,0,
5448,Onions(5),True,True,0,
5449,Onions(5),True,True,0,
5450,Onions(6),True,True,0,
5451,Onions(6),True,True,0,
5452,Onions(7),True,True,0,
5453,Onions(7),True,True,0,
5454,Onions(8),True,True,0,
5455,Onions(8),True,True,0,
5456,Onions(9),True,True,0,
5457,Onions(9),True,True,0,
5458,Onions(10),True,True,0,600
5459,Onions(10),True,True,0,
5460,Cabbages(1),True,True,0,
5461,Cabbages(1),True,True,0,
5462,Cabbages(2),True,True,0,
5463,Cabbages(2),True,True,0,
5464,Cabbages(3),True,True,0,
5465,Cabbages(3),True,True,0,
5466,Cabbages(4),True,True,0,
5467,Cabbages(4),True,True,0,
5468,Cabbages(5),True,True,0,
5469,Cabbages(5),True,True,0,
5470,Cabbages(6),True,True,0,
5471,Cabbages(6),True,True,0,
5472,Cabbages(7),True,True,0,
5473,Cabbages(7),True,True,0,
5474,Cabbages(8),True,True,0,
5475,Cabbages(8),True,True,0,
5476,Cabbages(9),True,True,0,
5477,Cabbages(9),True,True,0,
5478,Cabbages(10),True,True,0,600
5479,Cabbages(10),True,True,0,
5480,Apple seedling,True,False,0,
5481,Banana seedling,True,False,0,
5482,Orange seedling,True,False,0,
5483,Curry seedling,True,False,0,
5484,Pineapple seedling,True,False,0,
5485,Papaya seedling,True,False,0,
5486,Palm seedling,True,False,0,
5487,Calquat seedling,True,False,0,
5488,Apple seedling (w),True,False,0,
5489,Banana seedling (w),True,False,0,
5490,Orange seedling (w),True,False,0,
5491,Curry seedling (w),True,False,0,
5492,Pineapple seedling (w),True,False,0,
5493,Papaya seedling (w),True,False,0,
5494,Palm seedling (w),True,False,0,
5495,Calquat seedling (w),True,False,0,
5496,Apple sapling,True,True,0,200
5497,Banana sapling,True,True,0,200
5498,Orange sapling,True,True,0,200
5499,Curry sapling,True,True,0,200
5500,Pineapple sapling,True,True,0,200
5501,Papaya sapling,True,True,0,200
5502,Palm sapling,True,True,0,200
5503,Calquat sapling,True,True,0,200
5504,Strawberry,True,True,10,11000
5505,Strawberry,True,True,10,
5506,Old man's message,True,False,0,
5507,Strange book,False,False,0,
5508,Book of folklore,False,False,0,
5509,Small pouch,True,False,90,
5510,Medium pouch,True,False,180,
5511,Medium pouch,True,False,180,
5512,Large pouch,True,False,360,
5513,Large pouch,True,False,360,
5514,Giant pouch,True,False,720,
5515,Giant pouch,True,False,720,
5516,Elemental talisman,True,True,300,40
5517,Elemental talisman,True,True,300,
5518,Scrying orb,True,False,0,
5519,Scrying orb,True,False,0,
5520,Abyssal book,True,False,6,
5521,Binding necklace,True,True,855,10000
5522,Binding necklace,True,True,855,
5523,Tiara mould,False,True,60,40
5524,Tiara mould,False,True,60,
5525,Tiara,False,True,60,10000
5526,Tiara,False,True,60,
5527,Air tiara,False,True,60,40
5528,Air tiara,False,True,60,
5529,Mind tiara,False,True,60,40
5530,Mind tiara,False,True,60,
5531,Water tiara,False,True,60,40
5532,Water tiara,False,True,60,
5533,Body tiara,False,True,60,40
5534,Body tiara,False,True,60,
5535,Earth tiara,False,True,60,40
5536,Earth tiara,False,True,60,
5537,Fire tiara,False,True,60,40
5538,Fire tiara,False,True,60,
5539,Cosmic tiara,True,True,60,40
5540,Cosmic tiara,True,True,60,
5541,Nature tiara,True,True,60,40
5542,Nature tiara,True,True,60,
5543,Chaos tiara,True,True,60,40
5544,Chaos tiara,True,True,60,
5545,Law tiara,True,False,60,
5547,Death tiara,True,True,60,40
5548,Death tiara,True,True,60,
5553,Rogue top,True,False,375,
5554,Rogue mask,True,False,225,
5555,Rogue trousers,True,False,300,
5556,Rogue gloves,True,False,150,
5557,Rogue boots,True,False,150,
5558,Rogue kit,True,False,30,
5559,Flash powder,True,False,0,
5560,Stethoscope,True,False,6,
5561,Mystic jewel,True,False,0,
5562,Gear,True,False,0,
5563,Gear,True,False,0,
5564,Gear,True,False,0,
5565,Gear,True,False,0,
5566,Gear,True,False,0,
5567,Gear,True,False,0,
5568,Tile,True,False,0,
5569,Tiles,True,False,0,
5570,Tiles,True,False,0,
5571,Tiles,True,False,0,
5572,Dial,True,False,0,
5573,Desert amulet,False,False,0,
5574,Initiate sallet,True,True,3600,125
5575,Initiate hauberk,True,True,6000,125
5576,Initiate cuisse,True,True,4800,125
5577,Cupric sulfate,True,False,0,
5578,Acetic acid,True,False,0,
5579,Gypsum,True,False,0,
5580,Sodium chloride,True,False,0,
5581,Nitrous oxide,True,False,0,
5582,Vial of liquid,True,False,0,
5583,Tin ore powder,True,False,0,
5584,Cupric ore powder,True,False,0,
5585,Bronze key,True,False,0,
5586,Metal spade,True,False,0,
5587,Metal spade,True,False,0,
5588,Alchemical notes,True,False,0,
5589,??? mixture,True,False,0,
5590,??? mixture,True,False,0,
5591,??? mixture,True,False,0,
5592,Tin,True,False,6,
5593,Tin,True,False,12,
5594,Tin,True,False,12,
5595,Tin,True,False,12,
5596,Tin,True,False,12,
5597,Tin,True,False,12,
5598,Tin,True,False,12,
5599,Tin,True,False,12,
5600,Tin,True,False,12,
5601,Chisel,True,False,0,
5602,Bronze wire,True,False,12,
5603,Shears,True,False,0,
5604,Magnet,True,False,1,
5605,Knife,True,False,3,
5606,Makeover voucher,False,False,0,
5607,Grain,True,False,0,
5608,Fox,True,False,0,
5609,Chicken,True,False,0,
5610,Hourglass,True,False,0,
5611,Initiate sallet,True,True,3600,
5612,Initiate hauberk,True,True,6000,
5613,Initiate cuisse,True,True,4800,
5614,Magic carpet,True,False,0,
5615,Bonemeal,True,False,0,
5616,Bronze arrow(p+),True,True,0,7000
5617,Iron arrow(p+),True,True,1,7000
5618,Steel arrow(p+),True,True,7,7000
5619,Mithril arrow(p+),True,True,19,7000
5620,Adamant arrow(p+),True,True,48,11000
5621,Rune arrow(p+),True,True,240,11000
5622,Bronze arrow(p++),True,True,0,7000
5623,Iron arrow(p++),True,True,1,7000
5624,Steel arrow(p++),True,True,7,7000
5625,Mithril arrow(p++),True,True,19,7000
5626,Adamant arrow(p++),True,True,48,11000
5627,Rune arrow(p++),True,True,240,11000
5628,Bronze dart(p+),True,True,0,7000
5629,Iron dart(p+),True,True,1,7000
5630,Steel dart(p+),True,True,6,7000
5631,Black dart(p+),True,True,10,7000
5632,Mithril dart(p+),True,True,15,7000
5633,Adamant dart(p+),True,True,39,11000
5634,Rune dart(p+),True,True,210,11000
5635,Bronze dart(p++),True,True,0,7000
5636,Iron dart(p++),True,True,1,7000
5637,Steel dart(p++),True,True,6,7000
5638,Black dart(p++),True,True,10,7000
5639,Mithril dart(p++),True,True,15,7000
5640,Adamant dart(p++),True,True,39,11000
5641,Rune dart(p++),True,True,210,11000
5642,Bronze javelin(p+),True,True,2,7000
5643,Iron javelin(p+),True,True,3,7000
5644,Steel javelin(p+),True,True,14,7000
5645,Mithril javelin(p+),True,True,38,7000
5646,Adamant javelin(p+),True,True,96,11000
5647,Rune javelin(p+),True,True,240,11000
5648,Bronze javelin(p++),True,True,2,7000
5649,Iron javelin(p++),True,True,3,7000
5650,Steel javelin(p++),True,True,14,7000
5651,Mithril javelin(p++),True,True,38,7000
5652,Adamant javelin(p++),True,True,96,11000
5653,Rune javelin(p++),True,True,240,11000
5654,Bronze knife(p+),True,True,0,7000
5655,Iron knife(p+),True,True,1,7000
5656,Steel knife(p+),True,True,6,7000
5657,Mithril knife(p+),True,True,16,7000
5658,Black knife(p+),True,True,10,7000
5659,Adamant knife(p+),True,True,39,7000
5660,Rune knife(p+),True,True,99,7000
5661,Bronze knife(p++),True,True,0,7000
5662,Iron knife(p++),True,True,1,7000
5663,Steel knife(p++),True,True,6,7000
5664,Mithril knife(p++),True,True,16,7000
5665,Black knife(p++),True,True,10,7000
5666,Adamant knife(p++),True,True,39,7000
5667,Rune knife(p++),True,True,99,7000
5668,Iron dagger(p+),True,True,21,125
5669,Iron dagger(p+),True,True,21,
5670,Bronze dagger(p+),True,True,6,125
5671,Bronze dagger(p+),True,True,6,
5672,Steel dagger(p+),True,True,75,125
5673,Steel dagger(p+),True,True,75,
5674,Mithril dagger(p+),True,True,195,125
5675,Mithril dagger(p+),True,True,195,
5676,Adamant dagger(p+),True,True,480,125
5677,Adamant dagger(p+),True,True,480,
5678,Rune dagger(p+),True,True,4800,70
5679,Rune dagger(p+),True,True,4800,
5680,Dragon dagger(p+),True,True,14400,70
5681,Dragon dagger(p+),True,True,14400,
5682,Black dagger(p+),True,True,144,125
5683,Black dagger(p+),True,True,144,
5684,Poison dagger(p+),True,False,339,
5685,Poison dagger(p+),True,False,339,
5686,Iron dagger(p++),True,True,21,125
5687,Iron dagger(p++),True,True,21,
5688,Bronze dagger(p++),True,True,6,125
5689,Bronze dagger(p++),True,True,6,
5690,Steel dagger(p++),True,True,75,125
5691,Steel dagger(p++),True,True,75,
5692,Mithril dagger(p++),True,True,195,125
5693,Mithril dagger(p++),True,True,195,
5694,Adamant dagger(p++),True,True,480,125
5695,Adamant dagger(p++),True,True,480,
5696,Rune dagger(p++),True,True,4800,70
5697,Rune dagger(p++),True,True,4800,
5698,Dragon dagger(p++),True,True,14400,70
5699,Dragon dagger(p++),True,True,14400,
5700,Black dagger(p++),True,True,144,125
5701,Black dagger(p++),True,True,144,
5702,Poison dagger(p++),True,False,339,
5703,Poison dagger(p++),True,False,339,
5704,Bronze spear(p+),True,True,15,125
5705,Bronze spear(p+),True,True,15,
5706,Iron spear(p+),True,True,54,125
5707,Iron spear(p+),True,True,54,
5708,Steel spear(p+),True,True,195,125
5709,Steel spear(p+),True,True,195,
5710,Mithril spear(p+),True,True,507,125
5711,Mithril spear(p+),True,True,507,
5712,Adamant spear(p+),True,True,1248,125
5713,Adamant spear(p+),True,True,1248,
5714,Rune spear(p+),True,True,12480,70
5715,Rune spear(p+),True,True,12480,
5716,Dragon spear(p+),True,True,37440,70
5717,Dragon spear(p+),True,True,37440,
5718,Bronze spear(p++),True,True,15,125
5719,Bronze spear(p++),True,True,15,
5720,Iron spear(p++),True,True,54,125
5721,Iron spear(p++),True,True,54,
5722,Steel spear(p++),True,True,195,125
5723,Steel spear(p++),True,True,195,
5724,Mithril spear(p++),True,True,507,125
5725,Mithril spear(p++),True,True,507,
5726,Adamant spear(p++),True,True,1248,125
5727,Adamant spear(p++),True,True,1248,
5728,Rune spear(p++),True,True,12480,70
5729,Rune spear(p++),True,True,12480,
5730,Dragon spear(p++),True,True,37440,70
5731,Dragon spear(p++),True,True,37440,
5732,Stool,False,False,0,
5733,Rotten potato,False,False,0,
5734,Black spear(p+),True,True,450,8
5735,Black spear(p+),True,True,450,
5736,Black spear(p++),True,True,450,8
5737,Black spear(p++),True,True,450,
5738,Woad leaf,False,True,0,11000
5739,Asgarnian ale(m),True,True,1,2000
5740,Asgarnian ale(m),True,True,1,
5741,Mature wmb,True,True,1,2000
5742,Mature wmb,True,True,1,
5743,Greenman's ale(m),True,True,1,2000
5744,Greenman's ale(m),True,True,1,
5745,Dragon bitter(m),True,True,1,2000
5746,Dragon bitter(m),True,True,1,
5747,Dwarven stout(m),True,True,1,2000
5748,Dwarven stout(m),True,True,1,
5749,Moonlight mead(m),True,True,3,2000
5750,Moonlight mead(m),True,True,3,
5751,Axeman's folly,True,True,1,2000
5752,Axeman's folly,True,True,1,
5753,Axeman's folly(m),True,True,1,2000
5754,Axeman's folly(m),True,True,1,
5755,Chef's delight,True,True,1,500
5756,Chef's delight,True,True,1,
5757,Chef's delight(m),True,True,1,2000
5758,Chef's delight(m),True,True,1,
5759,Slayer's respite,True,True,1,2000
5760,Slayer's respite,True,True,1,
5761,Slayer's respite(m),True,True,1,2000
5762,Slayer's respite(m),True,True,1,
5763,Cider,True,True,1,2000
5764,Cider,True,True,1,
5765,Mature cider,True,True,1,2000
5766,Mature cider,True,True,1,
5767,Ale yeast,True,True,0,11000
5768,Ale yeast,True,True,0,
5769,Calquat keg,True,True,0,10000
5770,Calquat keg,True,True,0,
5771,Dwarven stout(1),True,True,0,
5772,Dwarven stout(1),True,True,0,
5773,Dwarven stout(2),True,True,0,
5774,Dwarven stout(2),True,True,0,
5775,Dwarven stout(3),True,True,0,
5776,Dwarven stout(3),True,True,0,
5777,Dwarven stout(4),True,True,0,2000
5778,Dwarven stout(4),True,True,0,
5779,Asgarnian ale(1),True,True,0,
5780,Asgarnian ale(1),True,True,0,
5781,Asgarnian ale(2),True,True,0,
5782,Asgarnian ale(2),True,True,0,
5783,Asgarnian ale(3),True,True,0,
5784,Asgarnian ale(3),True,True,0,
5785,Asgarnian ale(4),True,True,0,2000
5786,Asgarnian ale(4),True,True,0,
5787,Greenmans ale(1),True,True,0,
5788,Greenmans ale(1),True,True,0,
5789,Greenmans ale(2),True,True,0,
5790,Greenmans ale(2),True,True,0,
5791,Greenmans ale(3),True,True,0,
5792,Greenmans ale(3),True,True,0,
5793,Greenmans ale(4),True,True,0,2000
5794,Greenmans ale(4),True,True,0,
5795,Mind bomb(1),True,True,0,
5796,Mind bomb(1),True,True,0,
5797,Mind bomb(2),True,True,0,
5798,Mind bomb(2),True,True,0,
5799,Mind bomb(3),True,True,0,
5800,Mind bomb(3),True,True,0,
5801,Mind bomb(4),True,True,0,2000
5802,Mind bomb(4),True,True,0,
5803,Dragon bitter(1),True,True,0,
5804,Dragon bitter(1),True,True,0,
5805,Dragon bitter(2),True,True,0,
5806,Dragon bitter(2),True,True,0,
5807,Dragon bitter(3),True,True,0,
5808,Dragon bitter(3),True,True,0,
5809,Dragon bitter(4),True,True,0,2000
5810,Dragon bitter(4),True,True,0,
5811,Moonlight mead(1),True,True,0,
5812,Moonlight mead(1),True,True,0,
5813,Moonlight mead(2),True,True,0,
5814,Moonlight mead(2),True,True,0,
5815,Moonlight mead(3),True,True,0,
5816,Moonlight mead(3),True,True,0,
5817,Moonlight mead(4),True,True,0,2000
5818,Moonlight mead(4),True,True,0,
5819,Axeman's folly(1),True,True,0,
5820,Axeman's folly(1),True,True,0,
5821,Axeman's folly(2),True,True,0,
5822,Axeman's folly(2),True,True,0,
5823,Axeman's folly(3),True,True,0,
5824,Axeman's folly(3),True,True,0,
5825,Axeman's folly(4),True,True,0,2000
5826,Axeman's folly(4),True,True,0,
5827,Chef's delight(1),True,True,0,
5828,Chef's delight(1),True,True,0,
5829,Chef's delight(2),True,True,0,
5830,Chef's delight(2),True,True,0,
5831,Chef's delight(3),True,True,0,
5832,Chef's delight(3),True,True,0,
5833,Chef's delight(4),True,True,0,2000
5834,Chef's delight(4),True,True,0,
5835,Slayer's respite(1),True,True,0,
5836,Slayer's respite(1),True,True,0,
5837,Slayer's respite(2),True,True,0,
5838,Slayer's respite(2),True,True,0,
5839,Slayer's respite(3),True,True,0,
5840,Slayer's respite(3),True,True,0,
5841,Slayer's respite(4),True,True,0,2000
5842,Slayer's respite(4),True,True,0,
5843,Cider(1),True,True,0,
5844,Cider(1),True,True,0,
5845,Cider(2),True,True,0,
5846,Cider(2),True,True,0,
5847,Cider(3),True,True,0,
5848,Cider(3),True,True,0,
5849,Cider(4),True,True,0,2000
5850,Cider(4),True,True,0,
5851,Dwarven stout(m1),True,True,0,
5852,Dwarven stout(m1),True,True,0,
5853,Dwarven stout(m2),True,True,0,
5854,Dwarven stout(m2),True,True,0,
5855,Dwarven stout(m3),True,True,0,
5856,Dwarven stout(m3),True,True,0,
5857,Dwarven stout(m4),True,True,0,2000
5858,Dwarven stout(m4),True,True,0,
5859,Asgarnian ale(m1),True,True,0,
5860,Asgarnian ale(m1),True,True,0,
5861,Asgarnian ale(m2),True,True,0,
5862,Asgarnian ale(m2),True,True,0,
5863,Asgarnian ale(m3),True,True,0,
5864,Asgarnian ale(m3),True,True,0,
5865,Asgarnian ale(m4),True,True,0,2000
5866,Asgarnian ale(m4),True,True,0,
5867,Greenmans ale(m1),True,True,0,
5868,Greenmans ale(m1),True,True,0,
5869,Greenmans ale(m2),True,True,0,
5870,Greenmans ale(m2),True,True,0,
5871,Greenmans ale(m3),True,True,0,
5872,Greenmans ale(m3),True,True,0,
5873,Greenmans ale(m4),True,True,0,2000
5874,Greenmans ale(m4),True,True,0,
5875,Mind bomb(m1),True,True,0,
5876,Mind bomb(m1),True,True,0,
5877,Mind bomb(m2),True,True,0,
5878,Mind bomb(m2),True,True,0,
5879,Mind bomb(m3),True,True,0,
5880,Mind bomb(m3),True,True,0,
5881,Mind bomb(m4),True,True,0,2000
5882,Mind bomb(m4),True,True,0,
5883,Dragon bitter(m1),True,True,0,
5884,Dragon bitter(m1),True,True,0,
5885,Dragon bitter(m2),True,True,0,
5886,Dragon bitter(m2),True,True,0,
5887,Dragon bitter(m3),True,True,0,
5888,Dragon bitter(m3),True,True,0,
5889,Dragon bitter(m4),True,True,0,2000
5890,Dragon bitter(m4),True,True,0,
5891,Moonlight mead(m1),True,True,0,
5892,Moonlight mead(m1),True,True,0,
5893,Moonlight mead(m2),True,True,0,
5894,Moonlight mead(m2),True,True,0,
5895,Moonlight mead(m3),True,True,0,
5896,Moonlight mead(m3),True,True,0,
5897,Moonlight mead(m4),True,True,0,2000
5898,Moonlight mead(m4),True,True,0,
5899,Axeman's folly(m1),True,True,0,
5900,Axeman's folly(m1),True,True,0,
5901,Axeman's folly(m2),True,True,0,
5902,Axeman's folly(m2),True,True,0,
5903,Axeman's folly(m3),True,True,0,
5904,Axeman's folly(m3),True,True,0,
5905,Axeman's folly(m4),True,True,0,2000
5906,Axeman's folly(m4),True,True,0,
5907,Chef's delight(m1),True,True,0,
5908,Chef's delight(m1),True,True,0,
5909,Chef's delight(m2),True,True,0,
5910,Chef's delight(m2),True,True,0,
5911,Chef's delight(m3),True,True,0,
5912,Chef's delight(m3),True,True,0,
5913,Chef's delight(m4),True,True,0,2000
5914,Chef's delight(m4),True,True,0,
5915,Slayer's respite(m1),True,True,0,
5916,Slayer's respite(m1),True,True,0,
5917,Slayer's respite(m2),True,True,0,
5918,Slayer's respite(m2),True,True,0,
5919,Slayer's respite(m3),True,True,0,
5920,Slayer's respite(m3),True,True,0,
5921,Slayer's respite(m4),True,True,0,2000
5922,Slayer's respite(m4),True,True,0,
5923,Cider(m1),True,True,0,
5924,Cider(m1),True,True,0,
5925,Cider(m2),True,True,0,
5926,Cider(m2),True,True,0,
5927,Cider(m3),True,True,0,
5928,Cider(m3),True,True,0,
5929,Cider(m4),True,True,0,2000
5930,Cider(m4),True,True,0,
5931,Jute fibre,True,True,3,13000
5932,Jute fibre,True,True,3,
5933,Willow branch,True,True,1,11000
5934,Willow branch,True,True,1,
5935,Coconut milk,True,True,0,11000
5936,Weapon poison+ (unf),True,False,0,
5937,Weapon poison(+),True,True,172,2000
5938,Weapon poison(+),True,True,172,
5939,Weapon poison++ (unf),True,False,8,
5940,Weapon poison(++),True,True,259,2000
5941,Weapon poison(++),True,True,259,
5942,Antidote+ (unf),True,False,8,
5943,Antidote+(4),True,True,216,4000
5944,Antidote+(4),True,True,216,
5945,Antidote+(3),True,True,172,4000
5946,Antidote+(3),True,True,172,
5947,Antidote+(2),True,True,129,4000
5948,Antidote+(2),True,True,129,
5949,Antidote+(1),True,True,86,4000
5950,Antidote+(1),True,True,86,
5951,Antidote++ (unf),True,False,8,
5952,Antidote++(4),True,True,216,4000
5953,Antidote++(4),True,True,216,
5954,Antidote++(3),True,True,172,4000
5955,Antidote++(3),True,True,172,
5956,Antidote++(2),True,True,129,4000
5957,Antidote++(2),True,True,129,
5958,Antidote++(1),True,True,86,4000
5959,Antidote++(1),True,True,86,
5960,Tomatoes(1),True,True,0,
5961,Tomatoes(1),True,True,0,
5962,Tomatoes(2),True,True,0,
5963,Tomatoes(2),True,True,0,
5964,Tomatoes(3),True,True,0,
5965,Tomatoes(3),True,True,0,
5966,Tomatoes(4),True,True,0,
5967,Tomatoes(4),True,True,0,
5968,Tomatoes(5),True,True,0,600
5969,Tomatoes(5),True,True,0,
5970,Curry leaf,True,True,11,11000
5971,Curry leaf,True,True,11,
5972,Papaya fruit,True,True,38,11000
5973,Papaya fruit,True,True,38,
5974,Coconut,True,True,52,11000
5975,Coconut,True,True,52,
5976,Half coconut,True,True,52,
5977,Half coconut,True,True,52,
5978,Coconut shell,True,True,0,
5979,Coconut shell,True,True,0,
5980,Calquat fruit,True,True,32,11000
5981,Calquat fruit,True,True,32,
5982,Watermelon,True,True,28,11000
5983,Watermelon,True,True,28,
5984,Watermelon slice,True,True,9,11000
5985,Watermelon slice,True,True,9,
5986,Sweetcorn,True,True,5,11000
5987,Sweetcorn,True,True,5,
5988,Cooked sweetcorn,True,True,5,11000
5989,Cooked sweetcorn,True,True,5,
5990,Burnt sweetcorn,True,True,0,
5991,Burnt sweetcorn,True,True,0,
5992,Apple mush,True,True,7,11000
5993,Apple mush,True,True,7,
5994,Hammerstone hops,True,True,2,11000
5995,Hammerstone hops,True,True,2,
5996,Asgarnian hops,True,True,3,11000
5997,Asgarnian hops,True,True,3,
5998,Yanillian hops,True,True,4,11000
5999,Yanillian hops,True,True,4,
6000,Krandorian hops,True,True,6,11000
6001,Krandorian hops,True,True,6,
6002,Wildblood hops,True,True,9,11000
6003,Wildblood hops,True,True,9,
6004,Mushroom,True,True,22,11000
6005,Mushroom,True,True,22,
6006,Barley,True,True,2,11000
6007,Barley,True,True,2,
6008,Barley malt,True,True,2,11000
6009,Barley malt,True,True,2,
6010,Marigolds,True,True,0,600
6011,Marigolds,True,True,0,
6012,Nasturtiums,True,True,2,600
6013,Nasturtiums,True,True,2,
6014,Rosemary,True,True,1,600
6015,Rosemary,True,True,1,
6016,Cactus spine,True,True,0,11000
6017,Cactus spine,True,True,0,
6018,Poison ivy berries,True,True,39,11000
6019,Poison ivy berries,True,True,39,
6020,Leaves,True,True,0,
6021,Leaves,True,True,0,
6022,Leaves,True,True,0,
6023,Leaves,True,True,0,
6024,Leaves,True,True,0,
6025,Leaves,True,True,0,
6026,Leaves,True,True,0,
6027,Leaves,True,True,0,
6028,Leaves,True,True,0,
6029,Leaves,True,True,0,
6030,Leaves,True,True,0,
6031,Leaves,True,True,0,
6032,Compost,True,True,12,600
6033,Compost,True,True,12,
6034,Supercompost,True,True,51,600
6035,Supercompost,True,True,51,
6036,Plant cure,True,True,24,2000
6037,Plant cure,True,True,24,
6038,Magic string,True,True,0,11000
6039,Magic string,True,True,0,
6040,Amulet of nature,True,False,0,
6041,Pre-nature amulet,True,True,0,
6042,Pre-nature amulet,True,True,0,
6043,Oak roots,True,True,0,11000
6044,Oak roots,True,True,0,
6045,Willow roots,True,True,0,11000
6046,Willow roots,True,True,0,
6047,Maple roots,True,True,0,11000
6048,Maple roots,True,True,0,
6049,Yew roots,True,True,0,11000
6050,Yew roots,True,True,0,
6051,Magic roots,True,True,0,11000
6052,Magic roots,True,True,0,
6053,Spirit roots,True,False,0,
6054,Spirit roots,True,False,0,
6055,Weeds,True,True,0,600
6056,Weeds,True,True,0,
6057,Hay sack,True,False,0,
6058,Hay sack,True,False,0,
6059,Scarecrow,True,False,0,
6060,Stool,False,False,0,
6061,Bronze bolts (p+),True,True,0,11000
6062,Bronze bolts (p++),True,True,0,11000
6063,Spirit tree,False,False,0,
6064,Bloody mourner top,True,False,12,
6065,Mourner top,True,False,90,
6066,Ripped mourner trousers,True,False,12,
6067,Mourner trousers,True,False,60,
6068,Mourner gloves,True,False,12,
6069,Mourner boots,True,False,18,
6070,Mourner cloak,True,False,30,
6071,Mourner letter,True,False,0,
6072,Tegid's soap,True,False,6,
6073,Prifddinas' history,True,True,1,
6074,Prifddinas' history,True,True,1,
6075,Eastern discovery,True,True,1,
6076,Eastern discovery,True,True,1,
6077,Eastern settlement,True,True,1,
6078,Eastern settlement,True,True,1,
6079,The great divide,True,True,1,
6080,The great divide,True,True,1,
6081,Broken device,True,False,6,
6082,Fixed device,True,False,90,
6083,Tarnished key,True,False,0,
6084,Worn key,True,False,0,
6085,Red dye bellows,True,False,12,
6086,Blue dye bellows,True,False,12,
6087,Yellow dye bellows,True,False,12,
6088,Green dye bellows,True,False,12,
6089,Blue toad,True,False,0,
6090,Red toad,True,False,0,
6091,Yellow toad,True,False,0,
6092,Green toad,True,False,0,
6093,Rotten apples,True,False,0,
6094,Apple barrel,True,False,0,
6095,Naphtha apple mix,True,False,0,
6096,Toxic naphtha,True,False,0,
6097,Sieve,True,False,6,
6098,Toxic powder,True,False,30,
6099,Teleport crystal (4),True,False,30,
6100,Teleport crystal (3),True,False,27,
6101,Teleport crystal (2),True,False,21,
6102,Teleport crystal (1),True,False,9,
6103,Crystal teleport seed,True,False,0,
6104,New key,True,False,0,
6105,Elf,False,False,0,
6106,Ghostly boots,True,False,18,
6107,Ghostly robe,True,False,18,
6108,Ghostly robe,True,False,18,
6109,Ghostly hood,True,False,18,
6110,Ghostly gloves,True,False,18,
6111,Ghostly cloak,True,False,15,
6112,Kelda seed,True,False,1,
6113,Kelda hops,True,False,2,
6118,Kelda stout,True,False,1,
6119,Square stone,True,False,0,
6120,Square stone,True,False,0,
6121,Letter,True,False,0,
6122,A chair,True,False,0,
6123,Beer glass,True,False,0,
6124,Coconut milk,True,True,0,
6125,Enchanted lyre(2),True,False,600,
6126,Enchanted lyre(3),True,False,600,
6127,Enchanted lyre(4),True,False,600,
6128,Rock-shell helm,True,True,21120,70
6129,Rock-shell plate,True,True,39000,70
6130,Rock-shell legs,True,True,38400,70
6131,Spined helm,True,True,36000,70
6132,Spined helm,True,True,36000,
6133,Spined body,True,True,4680,70
6134,Spined body,True,True,4680,
6135,Spined chaps,True,True,2340,70
6136,Spined chaps,True,True,2340,
6137,Skeletal helm,True,True,6000,70
6138,Skeletal helm,True,True,6000,
6139,Skeletal top,True,True,27000,70
6140,Skeletal top,True,True,27000,
6141,Skeletal bottoms,True,True,24000,70
6142,Skeletal bottoms,True,True,24000,
6143,Spined boots,True,True,390,125
6144,Spined boots,True,True,390,
6145,Rock-shell boots,True,True,390,125
6146,Rock-shell boots,True,True,390,
6147,Skeletal boots,True,True,390,125
6148,Skeletal boots,True,True,390,
6149,Spined gloves,True,True,390,125
6150,Spined gloves,True,True,390,
6151,Rock-shell gloves,True,True,390,125
6152,Rock-shell gloves,True,True,390,
6153,Skeletal gloves,True,True,390,125
6154,Skeletal gloves,True,True,390,
6155,Dagannoth hide,True,True,36,11000
6156,Dagannoth hide,True,True,36,
6157,Rock-shell chunk,True,True,36,11000
6158,Rock-shell chunk,True,True,36,
6159,Rock-shell shard,True,True,36,11000
6160,Rock-shell shard,True,True,36,
6161,Rock-shell splinter,True,True,36,11000
6162,Rock-shell splinter,True,True,36,
6163,Skull piece,True,True,36,11000
6164,Skull piece,True,True,36,
6165,Ribcage piece,True,True,36,11000
6166,Ribcage piece,True,True,36,
6167,Fibula piece,True,True,36,11000
6168,Fibula piece,True,True,36,
6169,Circular hide,True,True,36,11000
6170,Circular hide,True,True,36,
6171,Flattened hide,True,True,36,11000
6172,Flattened hide,True,True,36,
6173,Stretched hide,True,True,36,11000
6174,Stretched hide,True,True,36,
6175,Rock-shell helm,True,True,21120,
6176,Rock-shell plate,True,True,39000,
6177,Rock-shell legs,True,True,38400,
6178,Raw pheasant,False,False,0,
6179,Raw pheasant,False,False,0,
6180,Lederhosen top,False,False,0,
6181,Lederhosen shorts,False,False,0,
6182,Lederhosen hat,False,False,0,
6183,Frog token,False,False,0,
6184,Prince tunic,False,False,0,
6185,Prince leggings,False,False,0,
6186,Princess blouse,False,False,0,
6187,Princess skirt,False,False,0,
6188,Frog mask,False,False,0,
6199,Mystery box,False,False,0,
6200,Raw fishlike thing,False,False,0,
6202,Fishlike thing,False,False,0,
